GameNumber,PlayerName,Country,Score,SecondaryScore
32,Sameer Jagetia,United States of America,681,0.9792
32,Greg Hingsbergen,United States of America,675,0.9792
32,Jacob Andrews,United States of America,640,0.9803
32,Ben Pridmore,United Kingdom,592,0.9817
32,Karsten Hartlieb,Germany,590,0.9792
32,Danny Whittaker,Singapore,576,0.9803
32,Willem Gerritsen,Netherlands,548,0.9792
32,Diarmuid Early,Ireland,536,0.9793
32,Riley Flischel,United States of America,524,0.9812
32,Harry Watson,United Kingdom,512,0.9794
32,Pichaya Pan-Anukooln,Thailand,502,0.9802
32,#786442,United States of America,502,0.9792
32,Patrick Chatain,Colombia,501,0.9792
32,Xuan Nguyen,France,490,0.9792
32,Matt Ficarra,United States of America,490,0.9792
32,Martin Monson,United States of America,490,0.9792
32,Jack Franken,United States of America,490,0.9792
32,Jakub Pomykalski,Poland,477,0.9792
32,Charles Poulain,France,470,0.9795
32,Steyn Wolmarans,South Africa,459,0.9792
32,Tom Vincent,United Kingdom,453,0.9792
32,Adam Carter,Canada,448,0.9792
32,Benjamin Weber,Austria,442,0.9794
32,Jorge Ivan Ayala Rojas,Colombia,442,0.9792
32,Min Chen,Australia,442,0.9792
32,Stig Hedström-Cornéer,Sweden,432,0.9797
32,Elliott Paterson,United Kingdom,432,0.9792
32,Michel Favilla,France,432,0.9792
32,Robert Guiher,United States of America,432,0.9792
32,Nicolas Micot,France,431,0.9818
32,Paul Dent,United Kingdom,420,0.9796
32,Curtis Landry,United States of America,420,0.9795
32,Martin Schaaphok,Netherlands,420,0.9794
32,#675672,Germany,420,0.9792
32,Stevenson Yu,Philippines,420,0.9792
32,#495617,Italy,420,0.9792
32,Michael Stein,United States of America,420,0.9792
32,#981751,France,420,0.9792
32,CheolWon Lee,South Korea,420,0.9792
32,Arnold Miron,United Kingdom,413,0.9792
32,Lorenzo Foti,Italy,401,0.9792
32,Gonçalo Antunes,Portugal,400,0.9792
32,Chris Wilson,United Kingdom,390,0.9792
32,Jeremy Freelove,United States of America,378,0.9792
32,#557370,Spain,367,0.9804
32,Harry Seiders,United States of America,354,0.9796
32,Timothy Shue,New Zealand,347,0.9794
32,Chris Clarke,United Kingdom,342,0.9792
32,James Blackham,United Kingdom,332,0.9792
32,Josep Amela Milian,Spain,322,0.9806
32,Katelyn Stienen,United States of America,322,0.9801
32,Jacob De La Cruz,United States of America,321,0.9816
32,Stephanie A,United States of America,311,0.9792
32,Julien Lacaze,Réunion,310,0.9826
32,Karim Awenat,United Kingdom,310,0.9792
32,Robert Valentine,United States of America,307,0.9792
32,Eduardo Gonzalez Arias,Spain,302,0.9797
32,Neil Foot,United Kingdom,301,0.9792
32,Samir Asadov,Ukraine,296,0.9792
32,Vikram Hattangady,India,290,0.9792
32,Lianna Gerrish,United States of America,273,0.9792
32,Cecelia Rieb,United States of America,273,0.9792
32,Jack Parsons,United Kingdom,253,0.9797
32,James Galbraith,United States of America,253,0.9794
32,Jason Webber,South Africa,252,0.9805
32,Anup Agarwal,India,252,0.9793
32,Nikolay Georgiev,Bulgaria,251,0.98
32,Pakkapong Sricharoen,Thailand,251,0.9792
32,Zsolt Mogyorósi,Hungary,250,0.9792
32,Rob Wheatley,United Kingdom,250,0.9792
32,#741531,Madagascar,250,0.9792
32,Cheong Ng,New Zealand,250,0.9792
32,Henriette Hamer,Netherlands,250,0.9792
32,#185193,United States of America,242,0.985
32,Fahad Haneefa,United Kingdom,242,0.9792
32,Ricardo Domínguez,Mexico,232,0.9792
32,Thanasis Dogramatzidis,Greece,230,0.9792
32,#977356,United States of America,220,0.9792
32,Sarah Fraser,Georgia,220,0.9792
32,Andrew Quaschnick,United States of America,198,0.9792
32,Bo Rydobon,Thailand,190,0.9792
32,Andrew Ngai,Australia,187,0.9792
32,Jaq Kennedy,United Kingdom,185,0.9805
32,#833755,United States of America,184,0.9795
32,Barbara Mauric,France,165,0.98
32,Dan Mayoh,Australia,164,0.9802
32,Nick Boberg,New Zealand,154,0.9792
32,Gabriel Sotero,Brazil,152,0.9792
32,Matthew Fried,Australia,148,0.9792
32,Andrew Bryk,United States of America,142,0.9805
32,Callum Iles,United Kingdom,142,0.9792
32,Franz Brunner,Germany,136,0.9801
32,Will Nord,Australia,135,0.9844
32,Tom Renker,Germany,132,0.98
32,Emilie Williams,Canada,132,0.9797
32,Andy Chen,United States of America,132,0.9796
32,Martin Witulski,Germany,132,0.9792
32,#216997,United States of America,104,0.9795
32,Patrick Camarador,United States of America,95,0.9798
32,#760171,India,95,0.9792
32,#499166,South Africa,86,0.9792
32,Andrew Biglowe,United Kingdom,84,0.9792
32,Jérémie Verdonck,France,73,0.9817
32,#741640,United States of America,72,0.9805
32,Cameron Fraser,New Zealand,72,0.9792
32,Ben Gutscher,China,72,0.9792
32,Josh vaughan,United States of America,60,0.9935
32,Hussain Ali Nasser,Australia,60,0.9792
32,Valy Greavu,Romania,58,0.9794
32,Zaur Dzhemaldinov,Russian Federation,56,0.9793
32,Venkat Ravi,United States of America,52,0.9827
32,Aleksandrs Goba,Latvia,28,0.9994
32,Vasile Chiriac,Romania,12,0.9792
32,#716276,United Kingdom,6,0.9792
33,Diarmuid Early,Ireland,"1,000",0.9854
33,Min Chen,Australia,869,0.9792
33,Anup Agarwal,India,813,0.9794
33,Andrew Ngai,Australia,794,0.9842
33,Paul Dent,United Kingdom,782,0.981
33,Lianna Gerrish,United States of America,720,0.9792
33,Julien Lacaze,Réunion,714,0.9801
33,Dan Mayoh,Australia,702,0.9802
33,Danny Whittaker,Singapore,702,0.9801
33,Thanasis Dogramatzidis,Greece,702,0.9793
33,Emad Oughourli,United States of America,690,0.9818
33,Nicholas Fox,United States of America,690,0.9815
33,Nicolas Micot,France,690,0.9795
33,Brittany Deaton,United States of America,690,0.9794
33,Steve Schulz,Australia,679,0.9815
33,Jacob Andrews,United States of America,679,0.9794
33,Ben deLeon,United States of America,657,0.9792
33,Jack Franken,United States of America,652,0.9817
33,Nikolay Georgiev,Bulgaria,652,0.9792
33,Cheong Ng,New Zealand,640,0.9792
33,Greg Hingsbergen,United States of America,619,0.98
33,Jeremy Freelove,United States of America,607,0.9808
33,Martin Witulski,Germany,574,0.9807
33,Michael Stein,United States of America,572,0.9792
33,Jorge Ivan Ayala Rojas,Colombia,562,0.9792
33,Chris Clarke,United Kingdom,561,0.9812
33,#877539,United States of America,550,0.99
33,Brian Csipkes,United States of America,550,0.9793
33,Matt Melsen,United States of America,550,0.9792
33,Peter Scharl,United States of America,534,0.9792
33,James Blackham,United Kingdom,533,0.9792
33,Riley Flischel,United States of America,527,0.9795
33,Stevenson Yu,Philippines,520,0.9817
33,Bo Rydobon,Thailand,520,0.9799
33,Pakkapong Sricharoen,Thailand,520,0.9792
33,Eduardo Gonzalez Arias,Spain,515,0.9797
33,Nick Boberg,New Zealand,515,0.9797
33,James Curtis,United Kingdom,511,0.9792
33,Sameer Jagetia,United States of America,504,0.9799
33,Franz Brunner,Germany,504,0.9792
33,Jacob De La Cruz,United States of America,503,0.9811
33,Adam Reichenbach,Hungary,503,0.9796
33,Robert Valentine,United States of America,503,0.9792
33,Xuan Nguyen,France,500,0.9792
33,#440752,United Kingdom,494,0.9796
33,CheolWon Lee,South Korea,494,0.9792
33,Sarah Fraser,Georgia,494,0.9792
33,Elliott Paterson,United Kingdom,493,0.9792
33,Will Demere,United States of America,492,0.9796
33,Curtis Landry,United States of America,492,0.9792
33,David Nordstrom,United States of America,482,0.9795
33,Gonçalo Antunes,Portugal,481,0.9798
33,Barbara Mauric,France,481,0.9793
33,Robert Guiher,United States of America,481,0.9792
33,#382903,Singapore,481,0.9792
33,Robert Buemmer,Australia,477,0.98
33,Giles Male,United Kingdom,470,0.9823
33,Will Nord,Australia,470,0.9805
33,#675672,Germany,470,0.9797
33,Martin Monson,United States of America,470,0.9793
33,Aleksandrs Goba,Latvia,470,0.9792
33,Pichaya Pan-Anukooln,Thailand,470,0.9792
33,Vikram Hattangady,India,470,0.9792
33,Emilie Williams,Canada,470,0.9792
33,Jakub Pomykalski,Poland,460,0.9792
33,Martin Schaaphok,Netherlands,455,0.9803
33,Cecelia Rieb,United States of America,455,0.9792
33,Ricardo Domínguez,Mexico,454,0.9805
33,Julie Bowden,United Kingdom,454,0.9792
33,Benjamin Weber,Austria,453,0.9792
33,Austin Burks,United States of America,444,0.9796
33,Thomas M Dickinson,United States of America,444,0.9795
33,James Humpish,United Kingdom,432,0.9812
33,Fahad Haneefa,United Kingdom,432,0.9793
33,Adam Carter,Canada,420,0.98
33,Charles Poulain,France,420,0.9792
33,Rob Wheatley,United Kingdom,420,0.9792
33,Karsten Hartlieb,Germany,414,0.9796
33,#981751,France,414,0.9792
33,Lorenzo Foti,Italy,404,0.9792
33,Alvaro Ivan Rojas De la Torre,Bolivia,403,0.9806
33,Ashleigh Roberts,United States of America,395,0.9792
33,Katelyn Stienen,United States of America,392,0.9818
33,Venkat Ravi,United States of America,380,0.9808
33,Jérémie Verdonck,France,370,0.9816
33,Colin Davidson,United States of America,346,0.9792
33,Steyn Wolmarans,South Africa,345,0.9807
33,Shaun Mccarthy,United States of America,345,0.98
33,Grigoriy Korkishko,Russian Federation,343,0.9797
33,Mike Kern,United States of America,330,0.9792
33,#459611,Poland,326,0.9817
33,Jaq Kennedy,United Kingdom,324,0.9792
33,Matt Ficarra,United States of America,322,0.9792
33,Willem Gerritsen,Netherlands,313,0.9801
33,Bryan Hughes,United States of America,312,0.9797
33,Michel Favilla,France,311,0.9792
33,Les Cannell,Canada,301,0.9818
33,Henriette Hamer,Netherlands,301,0.9793
33,Andy Chen,United States of America,300,0.9805
33,Taylor Robinson,United States of America,300,0.9803
33,#185193,United States of America,300,0.9801
33,Sergio Trifiletti,Italy,300,0.9794
33,#760171,India,300,0.9792
33,Hussain Ali Nasser,Australia,300,0.9792
33,Sickboy Nico,Switzerland,295,0.9793
33,#786442,United States of America,292,0.9794
33,Callum Iles,United Kingdom,292,0.9792
33,Kyle Sutton,United States of America,290,0.9799
33,Harry Watson,United Kingdom,290,0.9795
33,Chris Pipka,Canada,290,0.9792
33,Josep Amela Milian,Spain,290,0.9792
33,Tom Vincent,United Kingdom,284,0.9799
33,Timothy Shue,New Zealand,274,0.9793
33,Wojciech Rybak,Poland,270,0.9792
33,Mike Malloy,United States of America,270,0.9792
33,Klinsmann Langhanz,Brazil,270,0.9792
33,Jack Parsons,United Kingdom,262,0.9792
33,Tobias White,Australia,262,0.9792
33,Valy Greavu,Romania,261,0.9793
33,Samir Asadov,Ukraine,261,0.9792
33,#366915,United States of America,261,0.9792
33,Arnold Miron,United Kingdom,252,0.9871
33,Denys Timankov,Germany,250,0.9804
33,Juan Pedro León Pinochet,Chile,250,0.9792
33,#824261,France,250,0.9792
33,#351201,United States of America,245,0.9805
33,Jason Webber,South Africa,240,0.9812
33,#741531,Madagascar,240,0.9792
33,Andrew Biglowe,United Kingdom,240,0.9792
33,Josh vaughan,United States of America,240,0.9792
33,Patrick Camarador,United States of America,232,0.9851
33,#964715,South Africa,230,0.9799
33,Drew DePriest,United States of America,220,0.9869
33,Rick Williams,Australia,220,0.9795
33,#484017,Poland,220,0.9795
33,#722788,Puerto Rico,178,0.9792
33,#987216,Germany,62,0.9804
33,#833755,United States of America,50,0.9792
33,Juan Pablo Brea,Argentina,50,0.9792
33,#261141,United Kingdom,42,0.9863
34,Andrew Ngai,Australia,"1,520",0.9792
34,Brittany Deaton,United States of America,"1,168",0.9792
34,Diarmuid Early,Ireland,"1,097",0.9792
35,Princess Camille Ong,Philippines,"7,600",0.959
35,Pakkapong Sricharoen,Thailand,"7,600",0.9588
35,Steve Schulz,Australia,"7,150",0.9583
35,Nick Boberg,New Zealand,"6,700",0.959
35,Prithviraj Mavani,India,"6,300",0.9583
35,Pichaya Pan-anukooln,Thailand,"6,100",0.9583
35,Danny Whittaker,Singapore,"6,000",0.9598
35,John Lim,Australia,"5,925",0.9599
35,Emilie Williams,Canada,"5,800",0.959
35,Anup Agarwal,India,"5,600",0.9588
35,Bo Rydobon,Thailand,"5,600",0.9583
35,Cheong Ng,New Zealand,"5,600",0.9583
35,Julien Lacaze,Réunion,"5,450",0.9583
35,Edwin Hartono Limbri,Australia,"5,275",0.9583
35,Will Nord,Australia,"4,900",0.9587
35,Catherine Xu,Australia,"4,750",0.9584
35,Dario Mavec,Australia,"4,600",0.9585
35,Rick Williams,Australia,"4,600",0.9583
35,Tobias White,Australia,"4,600",0.9583
35,Cameron Fraser,New Zealand,"4,025",0.9583
35,Vikram Hattangady,India,"3,950",0.9633
35,Min Chen,Australia,"3,950",0.9583
35,#827458,Kuwait,"3,900",0.9584
35,#310336,Indonesia,"3,800",0.9595
35,#994800,Netherlands,"3,725",0.9592
35,Samir Asadov,Ukraine,"3,725",0.9583
35,Stevenson Yu,Philippines,"3,700",0.9594
35,#375064,Australia,"3,400",0.9595
35,Hussain Ali Nasser,Australia,"3,325",0.9584
35,#661994,Australia,"3,100",0.9701
35,Phichitphol Bunyakanok,Thailand,"3,100",0.9622
35,Mark Pilkington,Australia,"3,050",0.9587
35,#298321,Australia,"2,975",0.9583
35,#200670,Singapore,"2,950",0.9583
35,#434548,Australia,"2,750",0.9716
35,Timothy Shue,New Zealand,"2,525",0.9601
35,#219557,Australia,"2,350",0.9588
35,Dhara Shah,India,"2,200",0.9583
35,Ksenia Sobina,United Arab Emirates,"2,000",0.9583
35,#500449,United States of America,"1,900",0.9583
35,Eldar Lachinov,Azerbaijan,"1,825",0.9583
35,Johnson Mathias,India,"1,600",0.9609
35,Roland Halili,Philippines,"1,600",0.9594
35,Arnel Dave Jimenez,Thailand,"1,600",0.9583
35,Chris Saw,Australia,"1,550",0.9598
35,Darragh Horan,Australia,"1,500",0.9583
35,#240351,Australia,"1,250",0.9626
35,#275739,Sweden,"1,250",0.9605
35,#127455,Vietnam,"1,250",0.9597
35,Mohammed Fari,Saudi Arabia,"1,075",0.9583
35,Wei Ying Pang,Singapore,650,0.9583
36,Brittany Deaton,United States of America,"10,000",0.9678
36,Nicolas Micot,France,"9,915",0.9675
36,Peter Scharl,United States of America,"9,115",0.9627
36,Jason Hutcheson,United States of America,"8,830",0.9595
36,Lorenzo Foti,Italy,"9,715",0.9626
36,Adam Carter,Canada,"8,500",0.9597
36,Katelyn Stienen,United States of America,"8,315",0.9583
36,Elliott Paterson,United Kingdom,"8,200",0.9596
36,Jacob Andrews,United States of America,"8,200",0.9583
36,Kyle Sutton,United States of America,"8,000",0.9603
36,Johnny Valeriote,United States of America,"8,000",0.9598
36,Michael Holmes,Canada,"8,000",0.9594
36,Christophe Belin,France,"7,915",0.9608
36,Kenneth Wang,United States of America,"7,915",0.9584
36,Jeremy Freelove,United States of America,"7,850",0.9583
36,Alfons Oliver Altes,Spain,"7,700",0.9616
36,Jesi Lipp,United States of America,"7,650",0.9611
36,Harry Seiders,United States of America,"7,600",0.959
36,Ben Pridmore,United Kingdom,"7,565",0.9642
36,Ben deLeon,United States of America,"7,515",0.9615
36,Sharon Parker,United States of America,"7,480",0.9583
36,Harry Watson,United Kingdom,"7,415",0.9583
36,Lyanne van Dijk,Netherlands,"7,410",0.9598
36,Alwyn Birkholtz,South Africa,"7,335",0.9656
36,Shaun McCarthy,United States of America,"7,315",0.9585
36,Matt Ficarra,United States of America,"7,245",0.9584
36,James Galbraith,United States of America,"7,220",0.9609
36,Will Demere,United States of America,"7,215",0.9586
36,Riley Flischel,United States of America,"7,150",0.9598
36,Judith Droogsma,Netherlands,"6,785",0.9633
36,Charles Poulain,France,"6,715",0.9583
36,James Blackham,United Kingdom,"6,635",0.9592
36,Martijn Adriaanse,Netherlands,"6,485",0.9586
36,Matt Melsen,United States of America,"6,435",0.9591
36,Oliver Lambert,United Kingdom,"6,415",0.9586
36,Ricardo Domínguez,Mexico,"6,405",0.9584
36,Sergio Trifiletti,Italy,"6,415",0.9585
36,Kristain Lindemann,United States of America,"6,400",0.9586
36,Brandon Moyer,United States of America,"6,400",0.9583
36,Grigoriy Korkishko,Russian Federation,"6,345",0.9588
36,Andrew Heybruch,United States of America,"6,250",0.9583
36,Zsolt Mogyorósi,Hungary,"6,215",0.9586
36,Jakub Pomykalski,Poland,"6,200",0.9592
36,Jason Webber,South Africa,"6,200",0.9586
36,Juan Cifuentes,Chile,"6,200",0.9584
36,Robert Guiher,United States of America,"6,200",0.9583
36,Alexey Sviridov,United Kingdom,"6,115",0.9601
36,J. Parker Garrison,United States of America,"6,115",0.9588
36,Taylor Robinson,United States of America,"6,115",0.9583
36,Yiwei Cao,Italy,"6,105",0.9583
36,Neil Foot,United Kingdom,"6,070",0.9595
36,Adam Steiner,Austria,"6,060",0.9584
36,Hayden Waller,Canada,"6,000",0.9583
36,Jim Pappalardo,United States of America,"5,955",0.9612
36,Kevin Taylor,United States of America,"5,945",1
36,Matthew Jeanos,Canada,"5,915",0.9599
36,Patrick Chatain,Colombia,"5,900",0.9625
36,Nikolay Georgiev,Bulgaria,"5,900",0.9597
36,Pieter Pienaar,South Africa,"5,860",0.96
36,Henriette Hamer,Netherlands,"5,815",0.9583
36,Tim Roberts,United Kingdom,"5,800",0.9608
36,Renier Wessels,South Africa,"5,800",0.9593
36,Samy Zerrouki,Switzerland,"5,765",0.9613
36,Tianyu William Xiao,Switzerland,"5,765",0.9606
36,Stephanie A,United States of America,"5,765",0.9583
36,Pierre Sertin,France,"5,715",0.9606
36,Chris Wilson,United Kingdom,"5,755",0.9583
36,Jaq Kennedy,United Kingdom,"5,715",0.9583
36,Anders Richter Lindén,Denmark,"5,680",0.961
36,Tom Renker,Germany,"5,665",0.96
36,Curtis Landry,United States of America,"5,615",0.9583
36,Emad Oughourli,United States of America,"5,600",0.9641
36,Matt O'Brien,United States of America,"5,565",0.9583
36,Dan Seiders,United States of America,"5,560",0.9597
36,Yun-Fei-Yang Liu,United States of America,"5,550",0.9587
36,#742718,United Kingdom,"5,545",0.9592
36,Graydon Moore,Canada,"5,500",0.9601
36,Stig Hedström-Cornéer,Sweden,"5,500",0.9583
36,#345244,Spain,"5,500",0.9583
36,Jacob De La Cruz,United States of America,"5,490",0.9621
36,Erick Meszaros-Jones,United States of America,"5,480",0.959
36,Julie Bowden,United Kingdom,"5,450",0.9583
36,Chris Pipka,Canada,"5,410",0.9583
36,Mike Kern,United States of America,"5,350",0.9583
36,Robert Barnes,United Kingdom,"5,305",0.9583
36,Tom Vincent,United Kingdom,"5,265",0.959
36,Fahad Haneefa,United Kingdom,"5,160",0.9602
36,Eva Jansky-Tatham,Germany,"5,100",0.9583
36,Timothy Bralick,United States of America,"5,060",0.961
36,#876855,United States of America,"5,040",0.9583
36,Cecelia Rieb,United States of America,"5,015",0.9596
36,#725582,South Africa,"5,015",0.9583
36,Ben Carr,United States of America,"5,000",0.9583
36,Jakub Hluzow,Poland,"4,965",0.9583
36,Gonçalo Antunes,Portugal,"4,925",0.96
36,Sickboy Nico,Switzerland,"4,915",0.9591
36,#535704,United States of America,"4,900",0.9598
36,#440752,United Kingdom,"4,865",0.9602
36,Branden Lewis,Canada,"4,865",0.9588
36,Franco Bosman,South Africa,"4,850",0.9585
36,Jeroen Adriaanse,Netherlands,"4,815",0.9584
36,Hesham Fouad,Egypt,"4,810",0.9586
36,#459611,Poland,"4,785",0.9583
36,Arnold Miron,United Kingdom,"4,700",0.9591
36,Armando Godina Carrasco,United Kingdom,"4,625",0.9601
36,#429676,France,"4,615",0.9586
36,#767270,France,"4,615",0.9585
36,Diana Constantinescu,Canada,"4,615",0.9583
36,Bryan Wilhaucks,United States of America,"4,610",0.9583
36,Jack Franken,United States of America,"4,600",0.9672
36,#763459,United Kingdom,"4,600",0.9583
36,Katie May,United States of America,"4,565",0.9583
36,Ryan Bains,United Kingdom,"4,545",0.9759
36,#877539,United States of America,"4,510",0.965
36,Klinsmann Langhanz,Brazil,"4,505",0.9583
36,#495617,Italy,"4,400",0.9602
36,Robert Buemmer,Australia,"4,310",0.9583
36,Robert Webb,United States of America,"4,305",0.9618
36,Juan Pedro León Pinochet,Chile,"4,200",0.9607
36,Ian Naden,United Kingdom,"4,200",0.9602
36,Denys Timankov,Germany,"4,200",0.9596
36,Franz Brunner,Germany,"4,175",0.9584
36,#978362,Switzerland,"4,165",0.9583
36,Gregory Thompson,United States of America,"4,150",0.9583
36,Luca Franceschini,Germany,"4,145",0.9663
36,Michael Berman,United States of America,"4,100",0.9586
36,Alvaro Ivan Rojas De la Torre,Bolivia,"4,080",0.9586
36,Nick Tone,United States of America,"4,065",0.9583
36,#741640,United States of America,"4,050",0.9583
36,Ariadna Berger,Argentina,"4,030",0.9583
36,Nick McCartney,United States of America,"4,030",0.9583
36,John House,United Kingdom,"3,965",0.9583
36,#216997,United States of America,"3,945",0.9585
36,#458852,United States of America,"3,915",0.9583
36,Benjamin Weber,Austria,"3,900",0.9996
36,Ben Rotblatt,United States of America,"3,900",0.9613
36,#649994,United States of America,"3,800",0.9594
36,#885963,United States of America,"3,750",0.9585
36,Xuan Nguyen,France,"3,800",0.9583
36,David Rosel,United Kingdom,"3,750",0.9585
36,Rob Wheatley,United Kingdom,"3,750",0.9583
36,Steyn Wolmarans,South Africa,"3,745",0.9622
36,Barbara Mauric,France,"3,730",0.9594
36,Jack Parsons,United Kingdom,"3,715",0.9594
36,Gage Simpson,United Kingdom,"3,705",0.961
36,#535887,France,"3,700",0.9612
36,#646435,France,"3,700",0.9584
36,#798692,France,"3,655",0.9602
36,Robert Valentine,United States of America,"3,650",0.959
36,#965852,United States of America,"3,620",0.9588
36,#711724,United States of America,"3,585",0.9598
36,Martin Stafford,United Kingdom,"3,580",0.9592
36,#892610,United States of America,"3,500",0.9591
36,Antonio Malacrino,United Kingdom,"3,450",0.9603
36,#488330,United States of America,"3,360",0.9583
36,#351201,United States of America,"3,320",0.9583
36,Valy Greavu,Romania,"3,300",0.9583
36,Ashleigh Roberts,United States of America,"3,300",0.9583
36,#551067,United States of America,"3,300",0.9583
36,Sergio Travieso,Spain,"3,265",0.9609
36,#884533,Canada,"3,245",0.9613
36,#676425,United States of America,"3,235",0.9608
36,Christian Brudy,Germany,"3,215",0.9585
36,#491677,Finland,"3,215",0.9583
36,Kelly Jones,South Africa,"3,180",0.9601
36,Aaron Young,United States of America,"3,045",0.9583
36,#977356,United States of America,"3,040",0.9584
36,Sergei Mochtchenkov,Ukraine,"3,000",0.9592
36,Kai Hartley,United States of America,"3,000",0.9585
36,#328029,United Kingdom,"3,000",0.9583
36,Martin Schaaphok,Netherlands,"2,960",0.9583
36,#116775,United States of America,"2,950",0.9604
36,Brian Csipkes,United States of America,"2,950",0.9583
36,Mara Osio,Italy,"2,915",0.9614
36,Roland Hartz,France,"2,915",0.9591
36,John Vergara,Colombia,"2,915",0.9587
36,Petr Keblusek,Czech Republic,"2,915",0.9584
36,#555744,France,"2,910",0.9588
36,John Townsend,United States of America,"2,900",0.9591
36,Michael Hermann,Germany,"2,885",0.9593
36,David Nordstrom,United States of America,"2,885",0.9585
36,Andy Chen,United States of America,"2,885",0.9584
36,Gabriel Sotero,Brazil,"2,850",0.9606
36,Eric Langlois,Canada,"2,850",0.9586
36,#287273,Israel,"2,850",0.9584
36,Jacob Labkovski,United States of America,"2,815",0.9586
36,#268472,United States of America,"2,755",0.9583
36,Tanguy Prodault,France,"2,750",0.9589
36,Arturo Polichuk,Mexico,"2,720",0.9588
36,#120144,Germany,"2,695",0.9585
36,Jérémie Verdonck,France,"2,690",0.9604
36,#779988,South Africa,"2,645",0.9592
36,#703082,United Kingdom,"2,610",0.9583
36,Alex Schwartz,United States of America,"2,590",0.9584
36,#858398,United States of America,"2,585",0.9583
36,Josep Amela Milian,Spain,"2,550",0.9673
36,Vladimir Smiljanic,Canada,"2,545",0.9586
36,#822292,United States of America,"2,535",0.9584
36,#366915,United States of America,"2,535",0.9583
36,Amber Johnson,United States of America,"2,520",0.9583
36,#981987,Latvia,"2,500",0.9584
36,Michael Thanasides,United States of America,"2,480",0.9583
36,#907027,United Kingdom,"2,450",0.9653
36,Edmundo Heiras,Canada,"2,450",0.9583
36,John Embree,United States of America,"2,435",0.9598
36,#201808,United States of America,"2,435",0.9586
36,#101174,France,"2,390",0.9583
36,#774405,United States of America,"2,350",0.9599
36,#788554,South Africa,"2,350",0.9586
36,#880634,United States of America,"2,265",0.9586
36,#623162,France,"2,265",0.9591
36,Thomas M Dickinson,United States of America,"2,250",0.9588
36,#474720,United States of America,"2,150",0.9605
36,#464522,United States of America,"2,150",0.9597
36,#684406,Czech Republic,"2,100",0.9599
36,Emīls Žubulis,Latvia,"2,050",0.963
36,Benjamin Bratton,United States of America,"2,050",0.9588
36,#845054,Canada,"2,025",0.9583
36,#543007,Denmark,"2,000",0.9583
36,#638097,United Kingdom,"2,000",0.9583
36,Jorge Ivan Ayala Rojas,Colombia,"1,965",0.9585
36,#862053,Russian Federation,"1,950",0.959
36,Laura Kathleen Lewis,United States of America,"1,915",0.9596
36,Charles Moon,United States of America,"1,900",0.9595
36,Thomas Marcelo,Brazil,"1,900",0.9583
36,#600099,United States of America,"1,880",0.9583
36,#124900,United Kingdom,"1,820",0.9583
36,Jörg Profanter,Austria,"1,820",0.9583
36,#216076,Austria,"1,750",0.9604
36,Mercedes Kristal,United States of America,"1,710",0.9583
36,#125725,United States of America,"1,700",0.9647
36,#479714,United States of America,"1,700",0.9589
36,Blake Owens,United States of America,"1,700",0.9583
36,Valerio Villani,Italy,"1,685",0.9583
36,#989460,Slovenia,"1,670",0.9598
36,#750323,United States of America,"1,650",0.9583
36,#251879,Spain,"1,645",0.9583
36,#189704,Ireland,"1,645",0.9583
36,Michele Matthews,United States of America,"1,615",0.9592
36,#786442,United States of America,"1,600",0.9584
36,#310869,France,"1,545",0.9583
36,#539554,United Kingdom,"1,500",0.9603
36,#847251,United States of America,"1,500",0.9583
36,Norman Sheppard,United States of America,"1,430",0.9598
36,#886983,Norway,"1,405",0.9615
36,#871587,United States of America,"1,400",0.9583
36,Fraser Buchanan,Canada,"1,300",0.9584
36,#635553,United States of America,"1,300",0.9583
36,#476290,Chile,"1,300",0.9583
36,#715419,Sweden,"1,275",0.9589
36,#129958,United Kingdom,"1,250",0.9615
36,Daniel deLeon,United States of America,"1,220",0.9586
36,Drew DePriest,United States of America,"1,050",0.9737
36,#298022,United Kingdom,950,0.9586
36,Eylem Can Cetintas,Austria,900,0.9734
36,#912854,Canada,850,0.9583
36,Patrick Camarador,United States of America,750,0.9599
36,James Humpish,United Kingdom,700,0.9583
36,#987216,Germany,690,0.9583
36,#386642,Nigeria,650,0.959
36,#199823,United Kingdom,650,0.9583
36,Simonas Sakalauskas,Lithuania,450,0.9591
36,Paul Delvecchio,United States of America,450,0.9583
36,Tanishq Bomman,United States of America,385,0.9583
36,#676760,France,350,0.9811
36,Patricia Belen Patiño,Argentina,350,0.9583
36,Paulo Bezerra,Brazil,350,0.9583
36,#679296,United States of America,300,0.9584
36,#589772,Canada,300,0.9583
36,#454364,United States of America,300,0.9583
36,#722788,Puerto Rico,85,0.9583
37,Andrew Ngai,Australia,"1,250",0.9792
37,Pierre Sertin,France,420,0.9792
37,Dario Mavec,Australia,390,0.9792
37,Jaq Kennedy,United Kingdom,270,0.9792
37,Jānis Reinis Beikmanis,N/A,442,0.9792
37,Emilie Williams,Canada,470,0.9792
37,James Blackham,United Kingdom,102,0.9792
37,Sergio Trifiletti,Italy,420,0.9792
37,Chris Wilson,United Kingdom,243,0.9792
37,Bo Rydobon,Thailand,443,0.9792
37,Will Nord,Australia,420,0.9792
37,Timothy Shue,New Zealand,591,0.9792
37,Neil Foot,United Kingdom,442,0.9792
37,Dan Mayoh,Australia,481,0.9792
37,Alfons Oliver Altes,Spain,470,0.9792
37,Lyanne Van Dijk,Netherlands,194,0.9792
